# lams weight z
3.300000000000000000e+01 2.765631516332565807e+06 1.239999999999999991e+00
2.200000000000000000e+01 2.875779492003567517e+06 1.080000000000000071e+00
3.300000000000000000e+01 3.620600051687604748e+06 1.360000000000000098e+00
2.300000000000000000e+01 4.264503564407059923e+06 8.800000000000000044e-01
4.500000000000000000e+01 3.828573525334768463e+06 1.129999999999999893e+00
2.700000000000000000e+01 4.071623469386989716e+06 1.169999999999999929e+00
2.400000000000000000e+01 2.694755920016339049e+06 1.030000000000000027e+00
2.400000000000000000e+01 3.474224526856961660e+06 1.129999999999999893e+00
2.300000000000000000e+01 2.943058877782051917e+06 1.030000000000000027e+00
4.200000000000000000e+01 2.208282797124032862e+06 1.010000000000000009e+00
4.300000000000000000e+01 2.779174058080068789e+06 1.330000000000000071e+00
4.200000000000000000e+01 3.312284814395462628e+06 1.229999999999999982e+00
2.500000000000000000e+01 2.705384928868781310e+06 9.899999999999999911e-01
3.800000000000000000e+01 3.558111636248859111e+06 1.100000000000000089e+00
4.200000000000000000e+01 3.822893264990960713e+06 1.260000000000000009e+00
2.600000000000000000e+01 3.397443514699127059e+06 1.610000000000000098e+00
3.300000000000000000e+01 3.234112646457132883e+06 1.239999999999999991e+00
2.300000000000000000e+01 2.840945900905312970e+06 1.189999999999999947e+00
5.700000000000000000e+01 3.247627410829115659e+06 1.120000000000000107e+00
2.600000000000000000e+01 2.865223247509027831e+06 1.290000000000000036e+00
2.200000000000000000e+01 3.124859651525797322e+06 1.050000000000000044e+00
3.000000000000000000e+01 2.972246007451991551e+06 9.599999999999999645e-01
2.900000000000000000e+01 3.651041317966872361e+06 1.030000000000000027e+00
3.900000000000000000e+01 3.667585717891932465e+06 1.370000000000000107e+00
3.300000000000000000e+01 3.138094315717058256e+06 1.090000000000000080e+00
4.300000000000000000e+01 3.409858675198178738e+06 9.699999999999999734e-01
3.000000000000000000e+01 2.695626368960828520e+06 1.350000000000000089e+00
2.600000000000000000e+01 2.776294245859023184e+06 1.050000000000000044e+00
3.400000000000000000e+01 2.762412557646821719e+06 1.159999999999999920e+00
2.100000000000000000e+01 2.235557752796671353e+06 1.050000000000000044e+00
3.900000000000000000e+01 3.313816630979854614e+06 1.080000000000000071e+00
2.700000000000000000e+01 3.117362029862745665e+06 1.469999999999999973e+00
2.800000000000000000e+01 3.053029363095435314e+06 1.129999999999999893e+00
2.100000000000000000e+01 2.624001962356044445e+06 1.060000000000000053e+00
4.300000000000000000e+01 2.913828709716695361e+06 9.000000000000000222e-01
3.700000000000000000e+01 3.309777290210860781e+06 1.080000000000000071e+00
3.100000000000000000e+01 3.265825564388068859e+06 1.229999999999999982e+00
3.200000000000000000e+01 2.511384965498302598e+06 9.799999999999999822e-01
3.100000000000000000e+01 2.693986614832898136e+06 1.169999999999999929e+00
3.000000000000000000e+01 3.548992831544585992e+06 8.599999999999999867e-01
2.100000000000000000e+01 2.723168674090568908e+06 1.679999999999999938e+00
4.100000000000000000e+01 2.726495640014535747e+06 1.080000000000000071e+00
3.900000000000000000e+01 2.916445008952828124e+06 9.799999999999999822e-01
2.500000000000000000e+01 2.982392810897588264e+06 1.020000000000000018e+00
3.400000000000000000e+01 2.901401184840659611e+06 8.399999999999999689e-01
3.200000000000000000e+01 2.578583630942780059e+06 1.169999999999999929e+00
3.000000000000000000e+01 2.733863848554325756e+06 1.129999999999999893e+00
2.700000000000000000e+01 2.611733975477121305e+06 1.159999999999999920e+00
4.100000000000000000e+01 2.755713389636504930e+06 1.320000000000000062e+00
2.300000000000000000e+01 2.940434098930202890e+06 1.090000000000000080e+00
3.300000000000000000e+01 2.605995692909134552e+06 9.300000000000000488e-01
3.300000000000000000e+01 2.976454985471832100e+06 1.090000000000000080e+00
2.800000000000000000e+01 2.658775119179857895e+06 9.399999999999999467e-01
2.400000000000000000e+01 2.927571255058581475e+06 1.010000000000000009e+00
2.100000000000000000e+01 2.796530274245440494e+06 1.080000000000000071e+00
2.100000000000000000e+01 2.617924241905458272e+06 1.090000000000000080e+00
3.900000000000000000e+01 2.798920055827253032e+06 8.100000000000000533e-01
3.100000000000000000e+01 2.702376368875287939e+06 1.229999999999999982e+00
2.500000000000000000e+01 3.410079074534952641e+06 1.209999999999999964e+00
3.000000000000000000e+01 2.810494946792893577e+06 1.050000000000000044e+00
2.400000000000000000e+01 2.605816542449893896e+06 9.599999999999999645e-01
3.400000000000000000e+01 2.922035135074171238e+06 1.419999999999999929e+00
4.900000000000000000e+01 3.116433270989251323e+06 1.010000000000000009e+00
2.500000000000000000e+01 2.773198645630268380e+06 9.399999999999999467e-01
3.400000000000000000e+01 3.372190029564463533e+06 1.229999999999999982e+00
8.300000000000000000e+01 2.584117734390897676e+06 8.199999999999999512e-01
3.400000000000000000e+01 2.556900472491280641e+06 9.100000000000000311e-01
3.100000000000000000e+01 2.019235233067279914e+06 9.100000000000000311e-01
2.800000000000000000e+01 3.209263464604327921e+06 1.060000000000000053e+00
3.700000000000000000e+01 2.891118627829279285e+06 1.290000000000000036e+00
3.100000000000000000e+01 2.594714073311896529e+06 1.169999999999999929e+00
2.900000000000000000e+01 2.765766712522232439e+06 1.159999999999999920e+00
3.000000000000000000e+01 2.414248993024614174e+06 1.459999999999999964e+00
7.400000000000000000e+01 2.314417896084140521e+06 1.239999999999999991e+00
5.000000000000000000e+01 2.618044955930563621e+06 1.139999999999999902e+00
2.900000000000000000e+01 3.490466172301103361e+06 9.899999999999999911e-01
3.200000000000000000e+01 2.537832518774014432e+06 1.310000000000000053e+00
3.300000000000000000e+01 2.445341795981304720e+06 1.129999999999999893e+00
5.400000000000000000e+01 3.631199323929678649e+06 1.120000000000000107e+00
3.700000000000000000e+01 3.043140243948258925e+06 1.550000000000000044e+00
4.400000000000000000e+01 3.076431936607246753e+06 1.479999999999999982e+00
3.100000000000000000e+01 2.979984034644436557e+06 1.320000000000000062e+00
3.200000000000000000e+01 2.451538872775624041e+06 1.310000000000000053e+00
4.800000000000000000e+01 3.105976468628514558e+06 1.030000000000000027e+00
2.400000000000000000e+01 2.714845537293493282e+06 9.300000000000000488e-01
3.800000000000000000e+01 2.792613290426042397e+06 1.080000000000000071e+00
3.400000000000000000e+01 2.596146730283224490e+06 9.399999999999999467e-01
3.100000000000000000e+01 3.317449271757835988e+06 1.469999999999999973e+00
4.100000000000000000e+01 2.564941799274622928e+06 1.020000000000000018e+00
3.500000000000000000e+01 2.311173964452647604e+06 9.799999999999999822e-01
4.400000000000000000e+01 3.198404290112569463e+06 1.050000000000000044e+00
2.600000000000000000e+01 2.445644582810879685e+06 9.300000000000000488e-01
2.300000000000000000e+01 2.564122210361260455e+06 1.139999999999999902e+00
4.400000000000000000e+01 2.483896378658521455e+06 1.310000000000000053e+00
3.300000000000000000e+01 2.534107788552384824e+06 8.800000000000000044e-01
4.800000000000000000e+01 3.237160718029574957e+06 1.260000000000000009e+00
4.100000000000000000e+01 2.348355368865082040e+06 8.800000000000000044e-01
2.700000000000000000e+01 2.727924544087450486e+06 1.030000000000000027e+00
2.200000000000000000e+01 2.486991291738892905e+06 1.320000000000000062e+00
3.500000000000000000e+01 2.579464263769213576e+06 1.169999999999999929e+00
5.100000000000000000e+01 3.025810480055454187e+06 9.799999999999999822e-01
3.400000000000000000e+01 2.656883624435405247e+06 1.090000000000000080e+00
2.800000000000000000e+01 2.545649714113337919e+06 1.139999999999999902e+00
2.300000000000000000e+01 2.329667582876352128e+06 1.209999999999999964e+00
3.000000000000000000e+01 2.412079027767680585e+06 1.260000000000000009e+00
2.300000000000000000e+01 2.362234842333518900e+06 1.120000000000000107e+00
2.400000000000000000e+01 2.438551275211895350e+06 1.169999999999999929e+00
2.400000000000000000e+01 2.683217185284946579e+06 1.129999999999999893e+00
2.500000000000000000e+01 2.468402459014735650e+06 1.370000000000000107e+00
2.300000000000000000e+01 2.409526785211498849e+06 1.100000000000000089e+00
3.400000000000000000e+01 2.546631155834708363e+06 1.159999999999999920e+00
2.800000000000000000e+01 2.450687998862089589e+06 8.399999999999999689e-01
2.700000000000000000e+01 2.373820244871926028e+06 1.310000000000000053e+00
3.200000000000000000e+01 2.324578254759255331e+06 8.399999999999999689e-01
3.600000000000000000e+01 2.476341544226066675e+06 8.800000000000000044e-01
4.000000000000000000e+01 2.394800523874031845e+06 1.209999999999999964e+00
3.700000000000000000e+01 2.490441680909312330e+06 1.129999999999999893e+00
4.000000000000000000e+01 2.449424572115333751e+06 9.100000000000000311e-01
2.800000000000000000e+01 2.576636878844091669e+06 1.080000000000000071e+00
3.000000000000000000e+01 3.092415472623471171e+06 1.500000000000000000e+00
7.300000000000000000e+01 3.028610456155138556e+06 1.090000000000000080e+00
5.600000000000000000e+01 2.412033367176662199e+06 9.599999999999999645e-01
4.600000000000000000e+01 2.454159459682155866e+06 1.280000000000000027e+00
5.200000000000000000e+01 3.110914531861294527e+06 1.020000000000000018e+00
4.200000000000000000e+01 2.597849246160870418e+06 1.030000000000000027e+00
4.000000000000000000e+01 3.214747079014011659e+06 9.799999999999999822e-01
3.900000000000000000e+01 2.794015469794042874e+06 1.020000000000000018e+00
3.800000000000000000e+01 2.751029804319562390e+06 1.169999999999999929e+00
2.600000000000000000e+01 2.896871705661498476e+06 1.050000000000000044e+00
3.300000000000000000e+01 3.665720409192563500e+06 1.120000000000000107e+00
2.500000000000000000e+01 2.690127412396125030e+06 1.080000000000000071e+00
2.500000000000000000e+01 1.925961367543227738e+06 9.100000000000000311e-01
4.100000000000000000e+01 1.896525442827499239e+06 9.599999999999999645e-01
2.600000000000000000e+01 3.120223384204654954e+06 9.899999999999999911e-01
3.100000000000000000e+01 2.882614941404575016e+06 9.899999999999999911e-01
2.400000000000000000e+01 3.571687807376443874e+06 1.139999999999999902e+00
2.500000000000000000e+01 1.918297462399459677e+06 1.100000000000000089e+00
3.400000000000000000e+01 3.279580722225735430e+06 1.010000000000000009e+00
3.300000000000000000e+01 2.528616581003517844e+06 9.399999999999999467e-01
3.700000000000000000e+01 2.614048765359609853e+06 1.169999999999999929e+00
2.300000000000000000e+01 3.365268674197037239e+06 8.900000000000000133e-01
3.200000000000000000e+01 1.592907161129315849e+06 1.189999999999999947e+00
3.400000000000000000e+01 3.175403031930791214e+06 1.030000000000000027e+00
2.300000000000000000e+01 2.363340122164059896e+06 8.800000000000000044e-01
3.800000000000000000e+01 1.986274232398478081e+06 1.129999999999999893e+00
2.700000000000000000e+01 1.713502825572420377e+06 1.060000000000000053e+00
2.100000000000000000e+01 1.848223100803606678e+06 9.899999999999999911e-01
2.200000000000000000e+01 2.523678614377873018e+06 9.599999999999999645e-01
4.200000000000000000e+01 1.342549883073109668e+06 1.100000000000000089e+00
3.700000000000000000e+01 1.293467192568893079e+06 1.399999999999999911e+00
2.100000000000000000e+01 1.335492585801203968e+06 1.120000000000000107e+00
2.400000000000000000e+01 1.009237807630944764e+06 9.399999999999999467e-01
3.600000000000000000e+01 1.370146925724701723e+06 9.899999999999999911e-01
3.900000000000000000e+01 1.358655814252922777e+06 1.020000000000000018e+00
3.600000000000000000e+01 1.189306137361344881e+06 9.899999999999999911e-01
3.000000000000000000e+01 1.214259414355375804e+06 9.699999999999999734e-01
2.400000000000000000e+01 1.943326678297930397e+06 1.090000000000000080e+00
2.900000000000000000e+01 1.106220813362621004e+06 1.340000000000000080e+00
2.800000000000000000e+01 1.435796152920828201e+06 9.599999999999999645e-01
2.800000000000000000e+01 2.174146127190086059e+06 1.129999999999999893e+00
2.500000000000000000e+01 1.450038367429450853e+06 1.310000000000000053e+00
2.100000000000000000e+01 1.999625572301290231e+06 9.000000000000000222e-01
2.100000000000000000e+01 1.791127893440805841e+06 1.189999999999999947e+00
2.200000000000000000e+01 1.403655748611344723e+06 1.330000000000000071e+00
2.800000000000000000e+01 1.395225660708292155e+06 1.129999999999999893e+00
2.400000000000000000e+01 1.439570124835062772e+06 1.679999999999999938e+00
2.300000000000000000e+01 1.522164982902559917e+06 1.020000000000000018e+00
3.200000000000000000e+01 1.088122655868217815e+06 1.139999999999999902e+00
3.500000000000000000e+01 2.101030983825218864e+06 1.090000000000000080e+00
2.500000000000000000e+01 1.218179310294243973e+06 9.399999999999999467e-01
3.800000000000000000e+01 1.810776218909852440e+06 1.260000000000000009e+00
3.400000000000000000e+01 2.122193867511556018e+06 8.399999999999999689e-01
2.300000000000000000e+01 1.802419215555781499e+06 8.599999999999999867e-01
2.700000000000000000e+01 1.897980775385831716e+06 9.100000000000000311e-01
2.700000000000000000e+01 1.510806260486289160e+06 9.100000000000000311e-01
5.000000000000000000e+01 1.341592340529395267e+06 1.159999999999999920e+00
4.200000000000000000e+01 1.560183117032291135e+06 1.189999999999999947e+00
3.800000000000000000e+01 2.076703437823359855e+06 1.010000000000000009e+00
4.200000000000000000e+01 1.332093841439086478e+06 1.050000000000000044e+00
3.800000000000000000e+01 1.298229185558649246e+06 1.139999999999999902e+00
3.500000000000000000e+01 2.154159626383648254e+06 9.100000000000000311e-01
2.700000000000000000e+01 1.525227291474168887e+06 1.090000000000000080e+00
2.700000000000000000e+01 1.521816413524522213e+06 1.020000000000000018e+00
2.600000000000000000e+01 1.257820315541550051e+06 9.799999999999999822e-01
2.300000000000000000e+01 2.356896188368843868e+06 1.159999999999999920e+00
2.800000000000000000e+01 2.044081526762059657e+06 1.229999999999999982e+00
5.200000000000000000e+01 1.620546984421011526e+06 1.310000000000000053e+00
3.200000000000000000e+01 1.577810080945323920e+06 8.399999999999999689e-01
3.800000000000000000e+01 1.377058335486180615e+06 1.010000000000000009e+00
4.300000000000000000e+01 1.654965581023050006e+06 1.679999999999999938e+00
2.300000000000000000e+01 2.204418213195801713e+06 9.100000000000000311e-01
2.900000000000000000e+01 1.406645099018332316e+06 9.799999999999999822e-01
2.400000000000000000e+01 3.164694220881238580e+06 1.060000000000000053e+00
3.300000000000000000e+01 1.286320727568522561e+06 1.280000000000000027e+00
2.500000000000000000e+01 1.300462286233107094e+06 1.239999999999999991e+00
4.700000000000000000e+01 1.474688126845972613e+06 1.439999999999999947e+00
5.000000000000000000e+01 1.542652963715278311e+06 1.050000000000000044e+00
2.800000000000000000e+01 1.425514381628304021e+06 1.360000000000000098e+00
3.000000000000000000e+01 1.381606728611045983e+06 1.139999999999999902e+00
2.100000000000000000e+01 1.690119682625455083e+06 1.139999999999999902e+00
3.500000000000000000e+01 1.644813684256308712e+06 1.010000000000000009e+00
4.100000000000000000e+01 1.325064608254341176e+06 1.010000000000000009e+00
5.600000000000000000e+01 1.902971758962836815e+06 8.100000000000000533e-01
3.000000000000000000e+01 1.324066073949830141e+06 9.899999999999999911e-01
3.000000000000000000e+01 1.911195928082427010e+06 1.360000000000000098e+00
2.600000000000000000e+01 2.689659114129881375e+06 9.300000000000000488e-01
3.500000000000000000e+01 1.530550996753598331e+06 1.050000000000000044e+00
5.800000000000000000e+01 2.096058394334779121e+06 8.399999999999999689e-01
2.500000000000000000e+01 1.427791370306437602e+06 1.290000000000000036e+00
2.100000000000000000e+01 1.408461945086594904e+06 1.060000000000000053e+00
2.200000000000000000e+01 1.804834453380444553e+06 8.900000000000000133e-01
2.300000000000000000e+01 1.352019621838393388e+06 1.050000000000000044e+00
3.200000000000000000e+01 1.687757011800963664e+06 1.080000000000000071e+00
2.100000000000000000e+01 2.732258502333273645e+06 1.020000000000000018e+00
2.500000000000000000e+01 1.357193068524405593e+06 1.399999999999999911e+00
3.800000000000000000e+01 1.593687498064357089e+06 8.800000000000000044e-01
3.100000000000000000e+01 2.338703038780750707e+06 1.020000000000000018e+00
2.600000000000000000e+01 2.455391647178065497e+06 9.699999999999999734e-01
3.200000000000000000e+01 1.403026956020375481e+06 1.159999999999999920e+00
3.300000000000000000e+01 1.695314929336808855e+06 1.419999999999999929e+00
2.300000000000000000e+01 1.497614010472221998e+06 1.060000000000000053e+00
2.200000000000000000e+01 1.416562378749529365e+06 9.399999999999999467e-01
2.500000000000000000e+01 1.719103076287303120e+06 1.080000000000000071e+00
2.700000000000000000e+01 1.507195357274310663e+06 1.189999999999999947e+00
3.100000000000000000e+01 1.694208150410306174e+06 8.800000000000000044e-01
3.000000000000000000e+01 1.502028065249472624e+06 1.100000000000000089e+00
3.700000000000000000e+01 2.282521979358482640e+06 9.699999999999999734e-01
2.800000000000000000e+01 2.230348742704239674e+06 9.799999999999999822e-01
2.400000000000000000e+01 2.264422310277169105e+06 1.280000000000000027e+00
2.400000000000000000e+01 1.513465273731550900e+06 9.399999999999999467e-01
2.900000000000000000e+01 1.801258323031316511e+06 1.050000000000000044e+00
3.700000000000000000e+01 1.910776144956337288e+06 9.399999999999999467e-01
4.000000000000000000e+01 3.442962081156515516e+06 1.310000000000000053e+00
2.900000000000000000e+01 1.480021220285419840e+06 1.330000000000000071e+00
4.700000000000000000e+01 1.665233109288625885e+06 1.020000000000000018e+00
2.700000000000000000e+01 1.484964011171161197e+06 1.020000000000000018e+00
4.300000000000000000e+01 5.033644302338893525e+06 1.080000000000000071e+00
4.900000000000000000e+01 2.113746200574399438e+06 8.599999999999999867e-01
2.200000000000000000e+01 2.163040075535666198e+06 1.030000000000000027e+00
2.400000000000000000e+01 1.739017806370863225e+06 9.699999999999999734e-01
3.400000000000000000e+01 2.078516738516096026e+06 1.020000000000000018e+00
3.000000000000000000e+01 1.766951859262757236e+06 1.010000000000000009e+00
4.700000000000000000e+01 1.705915290878658183e+06 9.300000000000000488e-01
5.200000000000000000e+01 2.832410338939587586e+06 1.159999999999999920e+00
5.200000000000000000e+01 1.393993510693251388e+06 1.060000000000000053e+00
3.200000000000000000e+01 2.142676813573439140e+06 1.050000000000000044e+00
2.100000000000000000e+01 1.381699921738811536e+06 8.199999999999999512e-01
2.100000000000000000e+01 6.571806235518174246e+06 9.399999999999999467e-01
2.300000000000000000e+01 1.729174792418628698e+06 1.229999999999999982e+00
2.300000000000000000e+01 2.059987099205198465e+06 1.209999999999999964e+00
2.300000000000000000e+01 1.851861885076305829e+06 1.060000000000000053e+00
3.000000000000000000e+01 7.485120675311017781e+06 1.260000000000000009e+00
2.900000000000000000e+01 1.651764247967231553e+06 1.129999999999999893e+00
2.500000000000000000e+01 1.764260405902742175e+06 1.090000000000000080e+00
2.100000000000000000e+01 1.602548881291707745e+06 8.399999999999999689e-01
3.200000000000000000e+01 6.935469026002040133e+06 8.299999999999999600e-01
2.100000000000000000e+01 4.665177143683349714e+06 1.409999999999999920e+00
4.900000000000000000e+01 1.500660006245321361e+06 9.799999999999999822e-01
2.300000000000000000e+01 2.039412589429637883e+06 8.399999999999999689e-01
3.600000000000000000e+01 1.559185984950632323e+06 1.270000000000000018e+00
2.900000000000000000e+01 6.097007522531391121e+06 1.270000000000000018e+00
3.600000000000000000e+01 1.355827829378255643e+06 1.379999999999999893e+00
2.500000000000000000e+01 7.574746964947743341e+06 1.459999999999999964e+00
2.200000000000000000e+01 1.507764725152339088e+06 1.030000000000000027e+00
4.600000000000000000e+01 1.385195357415059768e+07 1.120000000000000107e+00
2.200000000000000000e+01 1.592641095250577899e+06 1.209999999999999964e+00
3.900000000000000000e+01 2.486546899084612262e+06 9.699999999999999734e-01
3.900000000000000000e+01 2.373816994080208242e+06 1.120000000000000107e+00
2.600000000000000000e+01 1.817364923287664773e+06 1.050000000000000044e+00
3.700000000000000000e+01 4.777321530223788694e+06 1.310000000000000053e+00
2.900000000000000000e+01 1.955032402034003055e+06 9.599999999999999645e-01
3.700000000000000000e+01 3.444772896827417891e+06 1.080000000000000071e+00
2.500000000000000000e+01 1.392947053133311868e+07 1.050000000000000044e+00
3.400000000000000000e+01 1.775540282865999034e+06 1.010000000000000009e+00
5.100000000000000000e+01 1.861684623385336949e+06 9.100000000000000311e-01
3.300000000000000000e+01 1.572190139860920841e+06 1.050000000000000044e+00
2.300000000000000000e+01 1.405344588283484569e+06 1.120000000000000107e+00
2.600000000000000000e+01 2.318130965169517789e+06 7.800000000000000266e-01
2.500000000000000000e+01 3.153700527552932967e+06 1.469999999999999973e+00
3.000000000000000000e+01 1.725671573813177412e+06 1.169999999999999929e+00
2.700000000000000000e+01 2.870826487031790894e+06 8.599999999999999867e-01
2.500000000000000000e+01 2.115362812246843707e+06 1.320000000000000062e+00
2.600000000000000000e+01 7.977858255591587164e+06 9.100000000000000311e-01
3.500000000000000000e+01 2.720736835007292684e+06 1.050000000000000044e+00
2.700000000000000000e+01 1.087691817550463602e+07 1.260000000000000009e+00
2.700000000000000000e+01 2.023200369789357763e+06 8.000000000000000444e-01
4.400000000000000000e+01 8.507443397682227194e+06 9.699999999999999734e-01
2.500000000000000000e+01 1.707527060832048766e+06 1.500000000000000000e+00
3.600000000000000000e+01 3.803326501514129806e+06 1.399999999999999911e+00
4.400000000000000000e+01 7.299045675306356512e+06 1.030000000000000027e+00
