#i,cluster,ra,dec,peakheight,snr,photz,specz,richness
1541, MOO J1302-1331 ,195.657917,-13.51861,0.62,9.4,  0.88 ,        ,       15 
1542, MOO J1303+1701 ,195.76791699999998,17.02917,0.56,8.8,       ,        ,          
1543, MOO J1303+5725 ,195.785833,57.42278,0.68,11.1,  0.91 ,        ,       20 
1544, MOO J1304-1050 ,196.058333,-10.84333,0.72,11.1,  1.14 ,        ,       48 
1545, MOO J1304-0702 ,196.067083,-7.049169999999999,0.68,10.4,  0.81 ,        ,       32 
1546, MOO J1305-1558 ,196.47958300000002,-15.97139,0.57,8.7,       ,        ,          
1547, MOO J1306-2657 ,196.60333300000002,-26.96361,0.57,8.9,       ,        ,          
1548, MOO J1306+1940 ,196.60375,19.67333,0.61,9.5,  0.96 ,        ,        6 
1549, MOO J1306+0719 ,196.607917,7.3327800000000005,0.57,8.8,       ,        ,          
1550, MOO J1306+4414 ,196.68625,44.24861,0.57,9.1,       ,        ,          
1551, MOO J1306-0100 ,196.704583,-1.005,0.69,10.6,   0.9 ,        ,       19 
1552, MOO J1307+5301 ,196.805417,53.02222,0.57,9.1,       ,        ,          
1553, MOO J1307-1747 ,196.82,-17.79472,0.66,10.2,  1.32 ,        ,       22 
1554, MOO J1307+4131 ,196.82791699999999,41.53222,0.64,10.2,  1.03 ,        ,       50 
1555, MOO J1307+3403 ,196.865,34.06111,0.61,9.6,  1.31 ,        ,       25 
1556, MOO J1307-0644 ,196.959583,-6.73528,0.58,8.9,       ,        ,          
1557, MOO J1308-0533 ,197.039167,-5.55167,0.66,10.2,  1.32 ,        ,       23 
1558, MOO J1308+2429 ,197.06375,24.49778,0.69,10.8,  1.29 ,        ,       41 
1559, MOO J1308+4612 ,197.095417,46.215,1.0,15.9,  1.01 ,        ,       29 
1560, MOO J1308+1622 ,197.10583300000002,16.37361,0.59,9.2,  1.02 ,        ,       18 
1561, MOO J1308+1518 ,197.155833,15.3,0.61,9.7,  1.05 ,        ,       30 
1562, MOO J1308+2406 ,197.175833,24.10889,0.6,9.4,  1.13 ,        ,       30 
1563, MOO J1309-0648 ,197.29083300000002,-6.803889999999999,0.73,11.1,  1.02 ,        ,       25 
1564, MOO J1309-2117 ,197.451667,-21.28944,0.57,8.7,       ,        ,          
1565, MOO J1309+5834 ,197.45208300000002,58.57278,0.56,9.3,       ,        ,          
1566, MOO J1309-0557 ,197.4725,-5.96583,0.72,11.0,  0.97 ,        ,       34 
1567, MOO J1309+1151 ,197.47958300000002,11.86028,0.64,9.9,  0.96 ,        ,       24 
1568, MOO J1310+1608 ,197.622083,16.13417,0.64,9.9,  1.42 ,        ,       34 
1569, MOO J1310+1707 ,197.67666699999998,17.13083,0.69,10.7,  1.01 ,        ,       49 
1570, MOO J1310+3238 ,197.69875,32.64806,0.63,9.9,  1.02 ,        ,       25 
1571, MOO J1310+2852 ,197.7075,28.871109999999998,0.69,10.9,   1.1 ,        ,       47 
1572, MOO J1311+2121 ,197.933333,21.35833,0.62,9.7,  0.97 ,        ,       39 
1573, MOO J1312+2002 ,198.2075,20.045560000000002,0.62,9.7,  0.94 ,        ,       25 
1574, MOO J1313+3414 ,198.29791699999998,34.23417,0.62,9.8,  1.03 ,        ,       30 
1575, MOO J1313+4027 ,198.3,40.45556,0.56,9.0,       ,        ,          
1576, MOO J1313+5112 ,198.330833,51.2125,0.58,9.5,  1.09 ,        ,       39 
1577, MOO J1313-1337 ,198.42875,-13.622779999999999,0.6,9.2,  1.13 ,        ,       29 
1578, MOO J1314+4401 ,198.69375,44.02917,0.63,10.1,  0.94 ,        ,       24 
1579, MOO J1314+2157 ,198.72375,21.96333,0.57,8.9,       ,        ,          
1580, MOO J1315+1404 ,198.842917,14.068060000000001,0.57,8.8,       ,        ,          
1581, MOO J1315+6924 ,198.950417,69.40306,0.6,9.8,  1.03 ,        ,       49 
1582, MOO J1315-1830 ,198.967083,-18.5025,0.58,8.8,       ,        ,          
1583, MOO J1315+1827 ,198.975,18.460829999999998,0.58,9.1,  1.23 ,        ,       34 
1584, MOO J1316+5644 ,199.01208300000002,56.74389,0.57,9.5,       ,        ,          
1585, MOO J1316-2735 ,199.122917,-27.592779999999998,0.56,8.7,       ,        ,          
1586, MOO J1316-2127 ,199.13875,-21.46361,0.62,9.5,  1.05 ,        ,       41 
1587, MOO J1316-2726 ,199.21625,-27.4475,0.69,9.7,  0.99 ,        ,       40 
1588, MOO J1316+4805 ,199.227917,48.08361,0.56,9.3,       ,        ,          
1589, MOO J1317-2155 ,199.477917,-21.921110000000002,0.64,9.8,  0.98 ,        ,       28 
1590, MOO J1318+1430 ,199.539583,14.51556,0.61,9.5,       ,        ,          
1591, MOO J1318+5943 ,199.712083,59.72611,0.56,9.2,       ,        ,          
1592, MOO J1319+2252 ,199.7925,22.86944,0.58,9.0,       ,        ,          
1593, MOO J1319+5519 ,199.91625,55.31861,0.85,14.0,  0.94 ,  0.936 ,       44 
1594, MOO J1320+4108 ,200.060417,41.13944,0.59,9.4,  1.29 ,        ,       21 
1595, MOO J1321+4411 ,200.252083,44.193059999999996,0.62,9.9,  1.19 ,        ,       55 
1596, MOO J1321+2711 ,200.2725,27.183329999999998,0.57,9.1,       ,        ,          
1597, MOO J1321+3306 ,200.35333300000002,33.111940000000004,0.57,9.2,       ,        ,          
1598, MOO J1321-1111 ,200.49041699999998,-11.193610000000001,0.6,9.2,  1.12 ,        ,       24 
1599, MOO J1322+3134 ,200.545,31.576109999999996,0.61,9.7,  1.16 ,        ,       24 
1600, MOO J1322-2100 ,200.548333,-21.00528,0.6,9.2,  1.13 ,        ,       42 
1601, MOO J1322-0044 ,200.615833,-0.74333,0.57,8.9,       ,        ,          
1602, MOO J1322-0228 ,200.73458300000001,-2.47083,0.64,9.9,  0.82 ,        ,       83 
1603, MOO J1323-0251 ,200.754167,-2.86333,0.61,9.5,  0.91 ,        ,       34 
1604, MOO J1323+2405 ,200.95791699999998,24.08667,0.58,9.0,       ,        ,          
1605, MOO J1324+1731 ,201.01375,17.5175,0.56,8.8,       ,        ,          
1606, MOO J1324+6217 ,201.070833,62.28471999999999,0.6,9.8,  1.09 ,        ,       21 
1607, MOO J1324+6042 ,201.105417,60.71306,0.6,9.9,   1.1 ,        ,       32 
1608, MOO J1325+2429 ,201.39666699999998,24.490560000000002,0.56,8.8,       ,        ,          
1609, MOO J1325+2438 ,201.479167,24.64694,0.59,9.3,  0.98 ,        ,       16 
1610, MOO J1325+2200 ,201.48458300000001,22.01278,0.71,11.1,  1.14 ,        ,       32 
1611, MOO J1325+2950 ,201.489583,29.835,0.59,9.4,  1.16 ,        ,       22 
1612, MOO J1326+0623 ,201.523333,6.3875,0.57,8.8,       ,        ,          
1613, MOO J1326-0123 ,201.55,-1.39972,0.61,9.6,  1.34 ,        ,       18 
1614, MOO J1326+7824 ,201.57791699999999,78.40361,0.58,9.9,  1.06 ,        ,       21 
1615, MOO J1326+2903 ,201.622917,29.051940000000002,0.65,10.3,       ,        ,          
1616, MOO J1327+3154 ,201.751667,31.90444,0.61,9.8,  1.03 ,        ,       17 
1617, MOO J1327-1358 ,201.85958300000001,-13.976389999999999,0.6,9.3,  1.52 ,        ,       18 
1618, MOO J1327+2317 ,201.91708300000002,23.28611,0.62,9.7,  0.98 ,        ,       19 
1619, MOO J1327+0338 ,201.949167,3.63361,0.59,9.1,       ,        ,          
1620, MOO J1327+5340 ,201.965417,53.68083000000001,0.63,10.4,       ,        ,          
1621, MOO J1328-0425 ,202.0475,-4.42167,0.57,8.9,       ,        ,          
1622, MOO J1328+0422 ,202.07708300000002,4.37139,0.7,10.9,   0.9 ,        ,       16 
1623, MOO J1329-0808 ,202.42666699999998,-8.13472,0.58,8.9,       ,        ,          
1624, MOO J1329+5647 ,202.45,56.794169999999994,0.6,9.9,  1.43 ,        ,       42 
1625, MOO J1330+0850 ,202.50958300000002,8.84556,0.68,10.6,  0.89 ,        ,       20 
1626, MOO J1330+2157 ,202.67791699999998,21.954720000000002,0.61,9.7,  1.41 ,        ,       40 
1627, MOO J1331+0056 ,202.903333,0.9366700000000001,0.58,9.0,       ,        ,          
1628, MOO J1331+3138 ,202.965,31.638890000000004,0.57,9.1,       ,        ,          
1629, MOO J1332-0328 ,203.143333,-3.47611,0.58,9.1,  0.91 ,        ,       31 
1630, MOO J1333+2900 ,203.342083,29.00333,0.57,9.2,       ,        ,          
1631, MOO J1333-1454 ,203.35833300000002,-14.90056,0.62,9.5,  0.85 ,        ,       25 
1632, MOO J1333+1941 ,203.47375,19.697779999999998,0.7,10.9,  1.06 ,        ,       28 
1633, MOO J1333+5517 ,203.492083,55.29056,0.59,9.8,       ,        ,          
1634, MOO J1334+5104 ,203.625833,51.0725,0.56,9.3,       ,        ,          
1635, MOO J1334+1443 ,203.690417,14.73056,0.65,10.1,  0.98 ,        ,       20 
1636, MOO J1334+3400 ,203.710833,34.003890000000006,0.68,10.9,  0.88 ,        ,       36 
1637, MOO J1335-2711 ,203.794167,-27.19639,0.59,9.2,  1.09 ,        ,       23 
1638, MOO J1335+1430 ,203.865,14.503329999999998,0.6,9.4,  1.29 ,        ,       37 
1639, MOO J1335-1402 ,203.91875,-14.03806,0.68,10.4,  0.85 ,        ,       19 
1640, MOO J1335+3004 ,203.92791699999998,30.07556,0.61,9.8,  1.03 ,   0.98 ,       29 
1641, MOO J1336+4622 ,204.065,46.37944,0.72,11.8,  0.91 ,        ,       45 
1642, MOO J1336-1911 ,204.095833,-19.18611,0.61,9.3,  1.06 ,        ,       42 
1643, MOO J1336+4332 ,204.113333,43.540279999999996,0.58,9.4,  1.08 ,        ,       26 
1644, MOO J1336+0852 ,204.205,8.88222,0.61,9.5,  1.17 ,        ,       31 
1645, MOO J1336+4240 ,204.23666699999998,42.68056,0.62,10.0,  0.96 ,        ,       27 
1646, MOO J1337-2911 ,204.330833,-29.19333,0.62,9.5,  0.97 ,        ,       25 
1647, MOO J1337+7507 ,204.352917,75.12694,0.58,9.9,       ,        ,          
1648, MOO J1337+3529 ,204.38125,35.485,0.65,10.6,  1.21 ,        ,       51 
1649, MOO J1338+3444 ,204.53875,34.740559999999995,0.56,9.0,       ,        ,          
1650, MOO J1338+6339 ,204.637917,63.65889,0.6,9.8,  0.98 ,        ,       26 
1651, MOO J1338+5115 ,204.65125,51.264720000000004,0.59,9.8,  0.86 ,        ,       36 
1652, MOO J1339-1338 ,204.7725,-13.64722,0.57,8.7,       ,        ,          
1653, MOO J1339-0719 ,204.82458300000002,-7.3322199999999995,0.75,11.5,  1.17 ,        ,       33 
1654, MOO J1339-2314 ,204.830833,-23.24917,0.74,11.2,  1.01 ,        ,       28 
1655, MOO J1339+0910 ,204.883333,9.17389,0.56,8.7,       ,        ,          
1656, MOO J1340+3011 ,205.16833300000002,30.18917,0.57,9.1,       ,        ,          
1657, MOO J1340+2203 ,205.235833,22.06028,0.6,9.4,  0.96 ,        ,       33 
1658, MOO J1341+2320 ,205.382083,23.33556,0.77,12.0,  1.03 ,        ,       45 
1659, MOO J1341-0626 ,205.400833,-6.4402800000000004,0.58,8.9,       ,        ,          
1660, MOO J1341-1420 ,205.463333,-14.340279999999998,0.62,9.4,  1.14 ,        ,       42 
1661, MOO J1341-0544 ,205.49375,-5.74944,0.62,9.5,  0.89 ,        ,       26 
1662, MOO J1342-1913 ,205.56,-19.217779999999998,0.71,10.7,  1.08 ,        ,       41 
1663, MOO J1342+6501 ,205.660417,65.01889,0.59,10.2,  0.85 ,        ,       28 
1664, MOO J1342+0646 ,205.690833,6.774439999999999,0.61,9.4,  1.16 ,        ,       29 
1665, MOO J1342+4302 ,205.70291699999999,43.04472,0.64,10.3,  1.12 ,        ,       26 
1666, MOO J1342-0451 ,205.72375,-4.86,0.58,9.0,  1.01 ,        ,       18 
1667, MOO J1343-2158 ,205.782083,-21.97361,0.66,10.1,  0.89 ,        ,       27 
1668, MOO J1343+3208 ,205.80375,32.13778,0.61,9.8,  0.99 ,        ,       31 
1669, MOO J1343+1041 ,205.894583,10.69167,0.57,9.1,       ,        ,          
1670, MOO J1344-0416 ,206.05,-4.27556,0.59,9.2,  0.88 ,        ,       17 
1671, MOO J1344+0323 ,206.205833,3.39667,0.57,8.9,       ,        ,          
1672, MOO J1344+7832 ,206.219583,78.54944,0.64,11.0,  0.94 ,        ,       55 
1673, MOO J1344+2826 ,206.245833,28.43778,0.61,9.7,  1.03 ,        ,       25 
1674, MOO J1345+0649 ,206.36625,6.8186100000000005,0.7,11.1,  1.02 ,        ,       14 
1675, MOO J1345-0125 ,206.41583300000002,-1.4177799999999998,0.61,9.4,  1.46 ,        ,       30 
1676, MOO J1346-0142 ,206.555417,-1.7138900000000001,0.8,12.3,  1.24 ,        ,       74 
1677, MOO J1346+2943 ,206.569583,29.725,0.58,9.3,  1.02 ,        ,       15 
1678, MOO J1346+3508 ,206.59625,35.14917,0.63,10.2,   1.1 ,        ,       14 
1679, MOO J1346-1834 ,206.622917,-18.581670000000003,0.7,10.6,  1.05 ,        ,       17 
1680, MOO J1347+3801 ,206.88125,38.03111,0.58,9.4,  1.35 ,        ,       37 
1681, MOO J1347+0517 ,206.899583,5.28694,0.79,12.3,  1.14 ,        ,       50 
1682, MOO J1347-1037 ,206.92083300000002,-10.63222,0.7,10.8,  0.91 ,        ,       22 
1683, MOO J1347+1909 ,206.982917,19.165,0.62,9.7,  0.99 ,        ,       29 
1684, MOO J1348+0420 ,207.060833,4.34472,0.6,9.4,  1.31 ,        ,       32 
1685, MOO J1348-0103 ,207.15875,-1.0527799999999998,0.58,9.1,  1.14 ,        ,       17 
1686, MOO J1348+2519 ,207.1775,25.32917,0.62,9.8,  1.34 ,        ,       28 
1687, MOO J1348-0126 ,207.2325,-1.4472200000000002,0.72,11.1,  1.13 ,        ,       33 
1688, MOO J1349+3008 ,207.402083,30.146390000000004,0.65,10.4,  1.17 ,        ,       48 
1689, MOO J1349+4337 ,207.463333,43.630829999999996,0.62,10.1,  1.08 ,        ,       18 
1690, MOO J1350+0036 ,207.617917,0.6119399999999999,0.58,9.0,  1.33 ,        ,       17 
1691, MOO J1350+3008 ,207.622083,30.14278,0.71,11.3,  0.96 ,        ,       15 
1692, MOO J1351+4244 ,207.814583,42.744440000000004,0.56,9.1,       ,        ,          
1693, MOO J1351+1913 ,207.914583,19.224439999999998,0.75,11.7,  1.12 ,        ,       54 
1694, MOO J1351+2752 ,207.935833,27.86944,0.63,10.0,  1.08 ,        ,       34 
1695, MOO J1351+3044 ,207.98333300000002,30.738329999999998,0.63,10.1,  0.88 ,        ,       41 
1696, MOO J1353-1926 ,208.30166699999998,-19.4425,0.58,8.8,       ,        ,          
1697, MOO J1353+4707 ,208.377917,47.125,0.57,9.3,       ,        ,          
1698, MOO J1353+1317 ,208.39,13.2875,0.61,9.6,  1.55 ,        ,       37 
1699, MOO J1353-1233 ,208.425,-12.55528,0.63,9.7,  0.82 ,        ,       20 
1700, MOO J1353-0541 ,208.437917,-5.68639,0.58,9.1,  0.94 ,        ,       22 
1701, MOO J1354+3758 ,208.620417,37.978609999999996,0.61,9.9,  1.03 ,        ,       13 
1702, MOO J1354+1329 ,208.715417,13.493329999999998,0.58,9.2,  1.48 ,        ,       44 
1703, MOO J1355+1043 ,208.79208300000002,10.72861,0.62,9.9,  1.32 ,        ,       31 
1704, MOO J1355-0114 ,208.812917,-1.24833,0.62,9.7,  1.31 ,        ,       32 
1705, MOO J1355+1913 ,208.820833,19.230829999999997,0.58,9.1,  1.34 ,        ,       21 
1706, MOO J1355+1606 ,208.962083,16.11583,0.6,9.4,  1.03 ,        ,       48 
1707, MOO J1355-1823 ,208.977083,-18.39806,0.59,9.0,  0.96 ,        ,       37 
1708, MOO J1355+6116 ,208.995417,61.2675,0.6,9.8,       ,        ,          
1709, MOO J1356+1539 ,209.057917,15.6575,0.57,8.9,       ,        ,          
1710, MOO J1357+1025 ,209.377083,10.42222,0.57,9.0,       ,        ,          
1711, MOO J1357-1044 ,209.42791699999998,-10.748610000000001,0.62,9.7,  1.19 ,        ,       18 
1712, MOO J1358+7521 ,209.524167,75.35639,0.57,9.8,       ,        ,          
1713, MOO J1358+5459 ,209.560833,54.99944,0.57,9.4,       ,        ,          
1714, MOO J1358+2158 ,209.607917,21.981939999999998,0.61,9.5,  0.99 ,        ,       39 
1715, MOO J1358+2654 ,209.653333,26.906390000000002,0.67,10.6,  1.33 ,        ,       41 
1716, MOO J1358-0345 ,209.71625,-3.75694,0.56,8.8,       ,        ,          
1717, MOO J1359+6725 ,209.772083,67.41667,0.6,10.2,       ,        ,          
1718, MOO J1359+5319 ,209.775417,53.331109999999995,0.58,9.5,       ,        ,          
1719, MOO J1359-2900 ,209.835417,-29.01333,0.78,12.0,  1.27 ,        ,       58 
1720, MOO J1400+5705 ,210.002917,57.09389,0.64,10.6,  1.24 ,        ,       34 
1721, MOO J1400+0720 ,210.0075,7.34306,0.72,11.4,  0.93 ,        ,       24 
1722, MOO J1400-1258 ,210.017083,-12.969439999999999,0.65,10.1,  1.02 ,        ,       18 
1723, MOO J1400+6237 ,210.163333,62.617219999999996,0.67,11.0,       ,        ,          
1724, MOO J1400-0718 ,210.183333,-7.30139,0.69,10.6,       ,        ,          
1725, MOO J1400-2441 ,210.186667,-24.68583,0.59,8.9,  0.94 ,        ,       25 
1726, MOO J1401+0750 ,210.345417,7.84472,0.68,10.8,  1.08 ,        ,       38 
1727, MOO J1401+5707 ,210.485,57.13222,0.57,9.3,       ,        ,          
1728, MOO J1403+2032 ,210.85375,20.53667,0.73,11.5,  1.16 ,        ,       28 
1729, MOO J1404+6550 ,211.00375,65.84639,0.57,9.8,       ,        ,          
1730, MOO J1404+2421 ,211.14083300000001,24.35278,0.66,10.3,  1.13 ,        ,       28 
1731, MOO J1404-2828 ,211.1675,-28.467779999999998,0.58,8.9,  0.97 ,        ,       33 
1732, MOO J1404-2138 ,211.17083300000002,-21.6375,0.62,9.3,  1.06 ,        ,       21 
1733, MOO J1404+2712 ,211.220833,27.20611,0.56,9.0,       ,        ,          
1734, MOO J1405+3149 ,211.339167,31.822779999999998,0.67,11.0,  0.97 ,        ,       34 
1735, MOO J1405+1751 ,211.40375,17.865,0.67,10.5,  0.97 ,        ,       17 
1736, MOO J1405+0845 ,211.435,8.75806,0.63,9.9,  0.94 ,        ,       34 
1737, MOO J1405+0431 ,211.44833300000002,4.52806,0.59,9.3,  1.02 ,        ,       19 
1738, MOO J1406-0954 ,211.63458300000002,-9.906939999999999,0.58,9.0,   1.1 ,        ,       35 
1739, MOO J1407+1143 ,211.818333,11.72278,0.56,8.9,       ,        ,          
1740, MOO J1407-0202 ,211.8675,-2.0430599999999997,0.62,9.8,  1.02 ,        ,       18 
1741, MOO J1408+6256 ,212.07375,62.939440000000005,0.72,11.8,  1.14 ,        ,       34 
1742, MOO J1408+5018 ,212.1675,50.31028,0.58,9.6,  1.05 ,        ,       19 
1743, MOO J1408-0411 ,212.224583,-4.1988900000000005,0.65,10.3,  0.98 ,        ,       48 
1744, MOO J1409+6706 ,212.310417,67.10694000000001,0.57,9.7,       ,        ,          
1745, MOO J1410+7156 ,212.541667,71.94111,0.61,10.4,  0.99 ,        ,        7 
1746, MOO J1411-0941 ,212.82125,-9.689169999999999,0.56,8.7,       ,        ,          
1747, MOO J1411+3829 ,212.93,38.49306,0.58,9.4,  1.02 ,        ,       38 
1748, MOO J1411-2731 ,212.938333,-27.52833,0.61,9.3,  0.86 ,        ,        3 
1749, MOO J1412+3821 ,213.01791699999998,38.363890000000005,0.6,9.7,  1.08 ,        ,       35 
1750, MOO J1412+2407 ,213.067083,24.12556,0.59,9.3,  1.01 ,        ,       11 
1751, MOO J1412+2817 ,213.21875,28.29833,0.62,10.0,  1.26 ,        ,       20 
1752, MOO J1412+4846 ,213.241667,48.76917,0.57,9.3,       ,        ,          
1753, MOO J1413+1742 ,213.26208300000002,17.71278,0.58,9.1,       ,        ,          
1754, MOO J1413+1732 ,213.289167,17.53472,0.6,9.5,  1.47 ,        ,       31 
1755, MOO J1413+1213 ,213.398333,12.22528,0.57,9.0,       ,        ,          
1756, MOO J1414+0227 ,213.655417,2.45917,0.64,10.2,  1.02 ,        ,       41 
1757, MOO J1415+3910 ,213.767083,39.176109999999994,0.6,9.7,  0.97 ,        ,       20 
1758, MOO J1415+2511 ,213.810833,25.19556,0.58,9.3,       ,        ,          
1759, MOO J1415-2127 ,213.849167,-21.453329999999998,0.62,9.3,  1.08 ,        ,       30 
1760, MOO J1415-1422 ,213.85458300000002,-14.372779999999999,0.56,8.7,       ,        ,          
1761, MOO J1415+3454 ,213.965833,34.91444,0.61,9.8,  0.91 ,        ,       37 
1762, MOO J1415+0200 ,213.97875,2.01444,0.6,9.5,  1.13 ,        ,       20 
1763, MOO J1415+1443 ,213.995,14.72833,0.74,11.7,  1.03 ,        ,       17 
1764, MOO J1416-2534 ,214.08625,-25.573610000000002,0.6,9.2,  1.28 ,        ,       38 
1765, MOO J1417+5129 ,214.259167,51.48472,0.62,10.1,  1.06 ,        ,       28 
1766, MOO J1417+2018 ,214.308333,20.31028,0.62,9.9,  0.98 ,        ,       35 
1767, MOO J1417+1808 ,214.32458300000002,18.14278,0.61,9.9,  1.05 ,        ,       44 
1768, MOO J1417+3714 ,214.354167,37.24667,0.58,9.4,  1.16 ,        ,       30 
1769, MOO J1417+4125 ,214.47625,41.42861,0.68,11.0,  0.98 ,        ,       39 
1770, MOO J1417+0140 ,214.48125,1.6675,0.59,9.4,  0.93 ,        ,       26 
1771, MOO J1417+7530 ,214.489583,75.50278,0.6,10.2,  1.06 ,        ,       19 
1772, MOO J1417+1956 ,214.49625,19.94639,0.6,9.7,  1.14 ,        ,       23 
1773, MOO J1418+0723 ,214.560417,7.395560000000001,0.72,11.4,  1.31 ,        ,       44 
1774, MOO J1418+2810 ,214.70875,28.176940000000002,0.56,9.1,       ,        ,          
1775, MOO J1419+4837 ,214.80625,48.6175,0.73,11.9,  0.93 ,        ,       14 
1776, MOO J1419+0540 ,214.860833,5.66861,0.64,10.1,  0.88 ,        ,       33 
1777, MOO J1419+5826 ,214.98541699999998,58.43472,0.57,9.5,       ,        ,          
1778, MOO J1420+5817 ,215.037083,58.28611,0.6,9.9,  1.26 ,        ,       32 
1779, MOO J1420+3150 ,215.08416699999998,31.848329999999997,0.59,9.6,  1.34 ,        ,       41 
1780, MOO J1420+4824 ,215.0875,48.40972,0.62,10.2,  1.52 ,        ,       33 
1781, MOO J1420+3633 ,215.14375,36.56167,0.6,9.6,  0.98 ,        ,       43 
1782, MOO J1421+4504 ,215.2925,45.07417,0.75,12.2,  1.21 ,        ,       19 
1783, MOO J1421+6450 ,215.33375,64.84639,0.62,10.1,  1.68 ,        ,       23 
1784, MOO J1421+1436 ,215.4275,14.61028,0.62,9.9,  1.26 ,        ,       48 
1785, MOO J1421-0425 ,215.43125,-4.4208300000000005,0.66,10.4,  1.06 ,        ,       16 
1786, MOO J1421+3654 ,215.440417,36.906940000000006,0.75,12.1,  1.08 ,        ,       25 
